id,users_id,student_id,department,school_year,semester,branch,year_level,program,classified_as,last_school_attended,last_school_address,status,created_at,updated_at,deleted_at
,6571,C00-1884,SHS,2019-2020,2nd,Uno,grade 11,IA,old student,,,enrolled,33:40.7,33:40.7,
,6572,C00-1884,SHS,2020-2021,1st,Main,grade 12,IA,old student,,,enrolled,33:40.7,33:40.7,
,6573,C00-1885,College,2019-2020,1st,Main,1st year,BSCRIM,new student,Far Millennium Sun Trust Corporation,"3rd Floor Uranus Building Tower 6, 9472 Kamias Avenue, Calamba, 3640 Zambales",enrolled,33:40.7,33:40.7,
,6574,C00-1885,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6575,C00-1885,College,2020-2021,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6576,C00-1885,College,2020-2021,2nd,Main,2nd year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6577,C00-1885,College,2021-2022,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6578,C00-1885,College,2021-2022,2nd,Main,3rd year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6579,C00-1885,College,2022-2023,1st,Main,4th year,BSCRIM,old student,,,onhold,33:40.7,33:40.7,
,6580,C00-1886,SHS,2021-2022,1st,Uno,grade 11,ABM,new student,FLPU Finance Corporation,"9901 Orchid Boulevard, Mabolo Homes, Cataingan, 3920 Abra",enrolled,33:40.7,33:40.7,
,6581,C00-1886,SHS,2021-2022,2nd,Main,grade 11,ABM,old student,,,enrolled,33:40.7,33:40.7,
,6582,C00-1886,SHS,2022-2023,1st,Main,grade 12,ABM,old student,,,enrolled,33:40.7,33:40.7,
,6583,C00-1887,College,2022-2023,1st,Main,1st year,BSENTREP,new student,National Glass Corporation of the Philippines,"3795 Rogers Road, Cataingan, 6879 Biliran",enrolled,33:40.7,33:40.7,
,6584,C00-1887,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,completed,33:40.7,33:40.7,
,6585,C00-1887,College,2023-2024,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6586,C00-1887,College,2023-2024,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6587,C00-1887,College,2024-2025,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6588,C00-1887,College,2024-2025,2nd,Main,3rd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6589,C00-1887,College,2025-2026,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6590,C00-1888,College,2020-2021,1st,Main,1st year,BSCRIM,new student,MF Shipping Inc.,"4384 Unit D Palanan Road Extension, Piddig, 5772 Negros Oriental",dropped,33:40.7,33:40.7,
,6591,C00-1889,College,2021-2022,1st,Main,1st year,ACT,new student,VP Hotel Inc.,"B22 L87 Azucena Estates, Tamarind Road, Pitogo, 9143 Zamboanga del Norte",failed,33:40.7,33:40.7,
,6592,C00-1890,College,2019-2020,1st,Main,1st year,BSIS,new student,Hill Millennium Silver Hotel Inc.,"Unit 208 Saturn Residences 8, 6886 Cattleya Street, Echague, 7349 Sulu",completed,33:40.7,33:40.7,
,6593,C00-1890,College,2019-2020,2nd,Main,1st year,BSIS,old student,,,onhold,33:40.7,33:40.7,
,6594,C00-1890,College,2020-2021,1st,Main,2nd year,BSIS,old student,,,completed,33:40.7,33:40.7,
,6595,C00-1890,College,2020-2021,2nd,Main,2nd year,BSIS,old student,,,enrolled,33:40.7,33:40.7,
,6596,C00-1890,College,2021-2022,1st,Main,3rd year,BSIS,old student,,,approved,33:40.7,33:40.7,
,6597,C00-1890,College,2021-2022,2nd,Main,3rd year,BSIS,old student,,,enrolled,33:40.7,33:40.7,
,6598,C00-1890,College,2022-2023,1st,Main,4th year,BSIS,old student,,,transferred,33:40.7,33:40.7,
,6599,C00-1891,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Southern Millennium Mining Inc.,"B03 L04 71st Drive, Hill Subdivision, Batangas City, 8138 Basilan",approved,33:40.7,33:40.7,
,6600,C00-1891,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,completed,33:40.7,33:40.7,
,6601,C00-1891,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,approved,33:40.7,33:40.7,
,6602,C00-1891,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,onhold,33:40.7,33:40.7,
,6603,C00-1891,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,failed,33:40.7,33:40.7,
,6604,C00-1892,College,2022-2023,1st,Main,1st year,BSENTREP,new student,Pacific Hotel Corporation,"Block 25 Lot 53 Chen Grove 1, Halcon Avenue, Lal-lo, 2063 Ilocos Sur",enrolled,33:40.7,33:40.7,
,6605,C00-1892,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6606,C00-1892,College,2023-2024,1st,Main,2nd year,BSENTREP,old student,,,onhold,33:40.7,33:40.7,
,6607,C00-1892,College,2023-2024,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6608,C00-1892,College,2024-2025,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6609,C00-1892,College,2024-2025,2nd,Main,3rd year,BSENTREP,old student,,,completed,33:40.7,33:40.7,
,6610,C00-1892,College,2025-2026,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6611,C00-1893,SHS,2020-2021,1st,Uno,grade 11,HUMSS,new student,RS City Sun Foods Corporation,"1088 90th Road, Antipas, 1984 Marinduque",enrolled,33:40.7,33:40.7,
,6612,C00-1893,SHS,2020-2021,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:40.7,33:40.7,
,6613,C00-1893,SHS,2021-2022,1st,Uno,grade 12,HUMSS,old student,,,enrolled,33:40.7,33:40.7,
,6614,C00-1894,SHS,2022-2023,1st,Main,grade 11,HUMSS,new student,Great King Ventures Corporation,"140 Apo Highway, Anahawan, 9075 Sarangani",enrolled,33:40.7,33:40.7,
,6615,C00-1894,SHS,2022-2023,2nd,Uno,grade 11,HUMSS,old student,,,approved,33:40.7,33:40.7,
,6616,C00-1894,SHS,2023-2024,1st,Uno,grade 12,HUMSS,old student,,,enrolled,33:40.7,33:40.7,
,6617,C00-1895,SHS,2019-2020,1st,Main,grade 11,IA,new student,Sovereign Finance Limited,"5823 Celery Road, Banahaw Estates, Magarao, 7495 Lanao del Norte",enrolled,33:40.7,33:40.7,
,6618,C00-1895,SHS,2019-2020,2nd,Uno,grade 11,IA,old student,,,approved,33:40.7,33:40.7,
,6619,C00-1895,SHS,2020-2021,1st,Main,grade 12,IA,old student,,,completed,33:40.7,33:40.7,
,6620,C00-1896,College,2022-2023,1st,Main,1st year,BSCRIM,new student,MVZ King Summit Group Inc.,"2931 Magnolia Street, Logan Village 4, Peñaranda, 4437 Palawan",enrolled,33:40.7,33:40.7,
,6621,C00-1896,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,approved,33:40.7,33:40.7,
,6622,C00-1896,College,2023-2024,1st,Main,2nd year,BSCRIM,old student,,,cancelled,33:40.7,33:40.7,
,6623,C00-1897,College,2022-2023,1st,Main,1st year,BSENTREP,new student,Oriental Summit Genesis Properties Inc.,"Block 19 Lot 86 Dougherty Grove, Emerald Drive, Buug, 6268 Biliran",onhold,33:40.7,33:40.7,
,6624,C00-1897,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,approved,33:40.7,33:40.7,
,6625,C00-1897,College,2023-2024,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6626,C00-1897,College,2023-2024,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6627,C00-1897,College,2024-2025,1st,Main,3rd year,BSENTREP,old student,,,cancelled,33:40.7,33:40.7,
,6628,C00-1898,College,2022-2023,1st,Main,1st year,BSENTREP,new student,SE Star Capital Corporation,"9574 Camachile Drive, Malalag, 4742 Bulacan",completed,33:40.7,33:40.7,
,6629,C00-1898,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6630,C00-1898,College,2023-2024,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6631,C00-1898,College,2023-2024,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6632,C00-1898,College,2024-2025,1st,Main,3rd year,BSENTREP,old student,,,approved,33:40.7,33:40.7,
,6633,C00-1898,College,2024-2025,2nd,Main,3rd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6634,C00-1898,College,2025-2026,1st,Main,4th year,BSENTREP,old student,,,onhold,33:40.7,33:40.7,
,6635,C00-1899,SHS,2021-2022,1st,Uno,grade 11,HE,new student,Far Sun Century Services Corporation,"B10 L44 Aries Street, Joseph Estates, Pasay, 0561 Metro Manila",enrolled,33:40.7,33:40.7,
,6636,C00-1899,SHS,2021-2022,2nd,Uno,grade 11,HE,old student,,,cancelled,33:40.7,33:40.7,
,6637,C00-1900,College,2022-2023,1st,Main,1st year,BSCS,new student,Cyber Dragon Star Enterprise Limited,"B11 L82 75th Road, Sosa Estates Phase 6, Dumangas, 2545 Cagayan",completed,33:40.7,33:40.7,
,6638,C00-1900,College,2022-2023,2nd,Main,1st year,BSCS,old student,,,enrolled,33:40.7,33:40.7,
,6639,C00-1900,College,2023-2024,1st,Main,2nd year,BSCS,old student,,,enrolled,33:40.7,33:40.7,
,6640,C00-1900,College,2023-2024,2nd,Main,2nd year,BSCS,old student,,,dropped,33:40.7,33:40.7,
,6641,C00-1901,SHS,2021-2022,1st,Uno,grade 11,ABM,new student,Baker Empire Union Solutions Inc.,"Room 1526 Thomas Suites, 9649 Bakawan Avenue, Magsingal, 2388 Kalinga",enrolled,33:40.7,33:40.7,
,6642,C00-1901,SHS,2021-2022,2nd,Main,grade 11,ABM,old student,,,completed,33:40.7,33:40.7,
,6643,C00-1901,SHS,2022-2023,1st,Uno,grade 12,ABM,old student,,,completed,33:40.7,33:40.7,
,6644,C00-1902,College,2020-2021,1st,Main,1st year,BSENTREP,new student,Nguyen City Empire Mining Inc.,"6102 61st Extension, Jabonga, 2687 Kalinga",LOA,33:40.7,33:40.7,
,6645,C00-1902,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,completed,33:40.7,33:40.7,
,6646,C00-1902,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6647,C00-1902,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6648,C00-1902,College,2022-2023,1st,Main,3rd year,BSENTREP,old student,,,failed,33:40.7,33:40.7,
,6649,C00-1903,College,2021-2022,1st,Main,1st year,BSTM,new student,Metro Star Properties Inc.,"8642 Santan Street, Sinacaban, 6507 Capiz",enrolled,33:40.7,33:40.7,
,6650,C00-1903,College,2021-2022,2nd,Main,1st year,BSTM,old student,,,completed,33:40.7,33:40.7,
,6651,C00-1903,College,2022-2023,1st,Main,2nd year,BSTM,old student,,,enrolled,33:40.7,33:40.7,
,6652,C00-1903,College,2022-2023,2nd,Main,2nd year,BSTM,old student,,,enrolled,33:40.7,33:40.7,
,6653,C00-1903,College,2023-2024,1st,Main,3rd year,BSTM,old student,,,enrolled,33:40.7,33:40.7,
,6654,C00-1903,College,2023-2024,2nd,Main,3rd year,BSTM,old student,,,onhold,33:40.7,33:40.7,
,6655,C00-1903,College,2024-2025,1st,Main,4th year,BSTM,old student,,,enrolled,33:40.7,33:40.7,
,6656,C00-1904,College,2020-2021,1st,Main,1st year,BSCRIM,new student,FUT Foods Inc.,"B25 L73 52nd Avenue, Jackson Estates 7, Malimono, 4764 Quirino",enrolled,33:40.7,33:40.7,
,6657,C00-1904,College,2020-2021,2nd,Main,1st year,BSCRIM,old student,,,approved,33:40.7,33:40.7,
,6658,C00-1904,College,2021-2022,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6659,C00-1904,College,2021-2022,2nd,Main,2nd year,BSCRIM,old student,,,completed,33:40.7,33:40.7,
,6660,C00-1904,College,2022-2023,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6661,C00-1904,College,2022-2023,2nd,Main,3rd year,BSCRIM,old student,,,approved,33:40.7,33:40.7,
,6662,C00-1904,College,2023-2024,1st,Main,4th year,BSCRIM,old student,,,onhold,33:40.7,33:40.7,
,6663,C00-1905,College,2021-2022,1st,Main,1st year,BSTM,new student,Fowler Empire Star Services Inc.,"5345 C Earth Street, Badian, 3882 Abra",failed,33:40.7,33:40.7,
,6664,C00-1906,SHS,2019-2020,1st,Uno,grade 11,IA,new student,Miller Capital Corporation,"Block 21 Lot 27 Stephens Estates, Gemini Road, Nabua, 3940 Bulacan",enrolled,33:40.7,33:40.7,
,6665,C00-1906,SHS,2019-2020,2nd,Uno,grade 11,IA,old student,,,completed,33:40.7,33:40.7,
,6666,C00-1906,SHS,2020-2021,1st,Main,grade 12,IA,old student,,,approved,33:40.7,33:40.7,
,6667,C00-1907,College,2019-2020,1st,Main,1st year,ACT,new student,Grand Dragon Company Corporation,"Room 436 Mendoza Condominiums 2, 4959 Jade Road Extension, Maluso, 5178 Nueva Vizcaya",LOA,33:40.7,33:40.7,
,6668,C00-1907,College,2019-2020,2nd,Main,1st year,ACT,old student,,,failed,33:40.7,33:40.7,
,6669,C00-1908,SHS,2021-2022,1st,Uno,grade 11,ABM,new student,Sovereign Solutions Corporation,"6444 37th Street, Johnson Estates Phase 1, Monkayo, 8222 Sultan Kudarat",enrolled,33:40.7,33:40.7,
,6670,C00-1908,SHS,2021-2022,2nd,Main,grade 11,ABM,old student,,,onhold,33:40.7,33:40.7,
,6671,C00-1908,SHS,2022-2023,1st,Uno,grade 12,ABM,old student,,,completed,33:40.7,33:40.7,
,6672,C00-1909,SHS,2021-2022,1st,Main,grade 11,HUMSS,new student,National Glass Corporation of the Philippines,"Block 11 Lot 16 Scorpio Extension, Opal Subdivision, Datu Odin Sinsuat, 4715 Palawan",failed,33:40.7,33:40.7,
,6673,C00-1910,SHS,2020-2021,1st,Main,grade 11,ABM,new student,Quad Gold State Bank Inc.,"Block 06 Lot 80 Anonas Estates, Mckay Road, San Nicolas, 2774 Ilocos Sur",enrolled,33:40.7,33:40.7,
,6674,C00-1910,SHS,2020-2021,2nd,Main,grade 11,ABM,old student,,,approved,33:40.7,33:40.7,
,6675,C00-1910,SHS,2021-2022,1st,Main,grade 12,ABM,old student,,,enrolled,33:40.7,33:40.7,
,6676,C00-1911,College,2021-2022,1st,Main,1st year,BSENTREP,new student,BR Century World Properties Inc.,"Block 04 Lot 68 Jasper Road, Martin Estates, Cebu City, 5445 La Union",approved,33:40.7,33:40.7,
,6677,C00-1911,College,2021-2022,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6678,C00-1911,College,2022-2023,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.7,33:40.7,
,6679,C00-1911,College,2022-2023,2nd,Main,2nd year,BSENTREP,old student,,,dropped,33:40.7,33:40.7,
,6680,C00-1912,College,2019-2020,1st,Main,1st year,BTVTED,new student,PYU Company Corporation,"B12 L14 Dapdap Cove 9, Sardonyx Street, Pateros, 0933 Metro Manila",completed,33:40.7,33:40.7,
,6681,C00-1912,College,2019-2020,2nd,Main,1st year,BTVTED,old student,,,approved,33:40.7,33:40.7,
,6682,C00-1912,College,2020-2021,1st,Main,2nd year,BTVTED,old student,,,onhold,33:40.7,33:40.7,
,6683,C00-1912,College,2020-2021,2nd,Main,2nd year,BTVTED,old student,,,enrolled,33:40.7,33:40.7,
,6684,C00-1912,College,2021-2022,1st,Main,3rd year,BTVTED,old student,,,cancelled,33:40.7,33:40.7,
,6685,C00-1913,SHS,2020-2021,1st,Main,grade 11,IA,new student,Quad Sun Resorts Limited,"2980 Unit D 91st Street, Dao, 5749 Samar",enrolled,33:40.7,33:40.7,
,6686,C00-1913,SHS,2020-2021,2nd,Main,grade 11,IA,old student,,,transferred,33:40.7,33:40.7,
,6687,C00-1913,SHS,2021-2022,1st,Main,grade 12,IA,old student,,,enrolled,33:40.7,33:40.7,
,6688,C00-1914,SHS,2019-2020,1st,Uno,grade 11,ICT,new student,Santos Morning World Banking Inc.,"8906 Aries Extension, Sampaguita Subdivision 4, Nasipit, 2912 Quezon",approved,33:40.7,33:40.7,
,6689,C00-1914,SHS,2019-2020,2nd,Main,grade 11,ICT,old student,,,cancelled,33:40.7,33:40.7,
,6690,C00-1915,SHS,2019-2020,1st,Uno,grade 11,STEM,new student,Western Gold Crown Company Inc.,"7324 Samat Road, Cypress Subdivision 4, Numancia, 3491 Camarines Norte",approved,33:40.7,33:40.7,
,6691,C00-1915,SHS,2019-2020,2nd,Uno,grade 11,STEM,old student,,,failed,33:40.7,33:40.7,
,6692,C00-1916,SHS,2021-2022,1st,Main,grade 11,HUMSS,new student,Stein World Resources Limited,"4598 Unit G Banuyo Drive, Banayoyo, 5712 Leyte",enrolled,33:40.7,33:40.7,
,6693,C00-1916,SHS,2021-2022,2nd,Uno,grade 11,HUMSS,old student,,,approved,33:40.7,33:40.7,
,6694,C00-1916,SHS,2022-2023,1st,Uno,grade 12,HUMSS,old student,,,completed,33:40.7,33:40.7,
,6695,C00-1917,College,2020-2021,1st,Main,1st year,BSTM,new student,Daniel Resorts Inc.,"5F Williams Towers, 9448 Sardonyx Avenue, Iligan, 3645 Apayao",enrolled,33:40.7,33:40.7,
,6696,C00-1917,College,2020-2021,2nd,Main,1st year,BSTM,old student,,,enrolled,33:40.7,33:40.7,
,6697,C00-1917,College,2021-2022,1st,Main,2nd year,BSTM,old student,,,approved,33:40.7,33:40.7,
,6698,C00-1917,College,2021-2022,2nd,Main,2nd year,BSTM,old student,,,cancelled,33:40.7,33:40.7,
,6699,C00-1918,SHS,2022-2023,1st,Main,grade 11,HE,new student,Western State City Ventures Inc.,"6584 Cresta Street, Huerta Cove Phase 2, Alcantara, 3591 Masbate",onhold,33:40.7,33:40.7,
,6700,C00-1918,SHS,2022-2023,2nd,Uno,grade 11,HE,old student,,,enrolled,33:40.7,33:40.7,
,6701,C00-1918,SHS,2023-2024,1st,Main,grade 12,HE,old student,,,enrolled,33:40.7,33:40.7,
,6702,C00-1919,College,2021-2022,1st,Main,1st year,BSCRIM,new student,Ayala Summit Sun Holdings Corporation,"438 Unit G Jade Road, Kapangan, 4873 Ilocos Norte",enrolled,33:40.7,33:40.7,
,6703,C00-1919,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:40.7,33:40.7,
,6704,C00-1919,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,dropped,33:40.7,33:40.7,
,6705,C00-1920,College,2020-2021,1st,Main,1st year,BSIS,new student,National Coconut Corporation of the Philippines,"1085 Leo Avenue, Kalilangan, 9723 Zamboanga del Norte",dropped,33:40.8,33:40.8,
,6706,C00-1921,SHS,2019-2020,1st,Uno,grade 11,ABM,new student,Northern Services Corporation,"8674 A Bulusan Street, Basco, 6609 Guimaras",enrolled,33:40.8,33:40.8,
,6707,C00-1921,SHS,2019-2020,2nd,Main,grade 11,ABM,old student,,,enrolled,33:40.8,33:40.8,
,6708,C00-1921,SHS,2020-2021,1st,Uno,grade 12,ABM,old student,,,completed,33:40.8,33:40.8,
,6709,C00-1922,College,2019-2020,1st,Main,1st year,BSTM,new student,Advanced Development Inc.,"Block 14 Lot 77 Frederick Road, Johnson Estates 8, Polomolok, 3505 Camarines Sur",completed,33:40.8,33:40.8,
,6710,C00-1922,College,2019-2020,2nd,Main,1st year,BSTM,old student,,,enrolled,33:40.8,33:40.8,
,6711,C00-1922,College,2020-2021,1st,Main,2nd year,BSTM,old student,,,enrolled,33:40.8,33:40.8,
,6712,C00-1922,College,2020-2021,2nd,Main,2nd year,BSTM,old student,,,completed,33:40.8,33:40.8,
,6713,C00-1922,College,2021-2022,1st,Main,3rd year,BSTM,old student,,,completed,33:40.8,33:40.8,
,6714,C00-1922,College,2021-2022,2nd,Main,3rd year,BSTM,old student,,,completed,33:40.8,33:40.8,
,6715,C00-1922,College,2022-2023,1st,Main,4th year,BSTM,old student,,,onhold,33:40.8,33:40.8,
,6716,C00-1923,SHS,2019-2020,1st,Main,grade 11,HE,new student,First Empire Foods Corporation,"Unit 438 Williams Place, 9426 2nd Drive, Las Piñas, 0513 Metro Manila",enrolled,33:40.8,33:40.8,
,6717,C00-1923,SHS,2019-2020,2nd,Main,grade 11,HE,old student,,,completed,33:40.8,33:40.8,
,6718,C00-1923,SHS,2020-2021,1st,Main,grade 12,HE,old student,,,enrolled,33:40.8,33:40.8,
,6719,C00-1924,SHS,2020-2021,1st,Main,grade 11,ICT,new student,Western State Holdings Inc.,"5655G Mars Avenue, Jaen, 4305 Sorsogon",onhold,33:40.8,33:40.8,
,6720,C00-1924,SHS,2020-2021,2nd,Main,grade 11,ICT,old student,,,completed,33:40.8,33:40.8,
,6721,C00-1924,SHS,2021-2022,1st,Uno,grade 12,ICT,old student,,,completed,33:40.8,33:40.8,
,6722,C00-1925,College,2020-2021,1st,Main,1st year,BSCS,new student,Mooney Gold Morning Mining Corporation,"6169 Unit J Gladiola Road, San Fernando, 2277 Pangasinan",failed,33:40.8,33:40.8,
,6723,C00-1926,College,2019-2020,1st,Main,1st year,BSCRIM,new student,KVY Union World Technologies Corporation,"Block 04 Lot 67 Scorpio Village, Piña Street, Batuan, 3747 Albay",failed,33:40.8,33:40.8,
,6724,C00-1927,SHS,2022-2023,1st,Main,grade 11,STEM,new student,IS Trust Limited,"B03 L32 Kanlaon Avenue, Harmon Homes, Balangiga, 2408 Isabela",dropped,33:40.8,33:40.8,
,6725,C00-1928,College,2019-2020,1st,Main,1st year,ACT,new student,OLCQ Star Services Corporation,"Block 08 Lot 68 Horton Road, Agate Homes Phase 4, San Jose, 3144 Bataan",failed,33:40.8,33:40.8,
,6726,C00-1929,SHS,2019-2020,1st,Uno,grade 11,ABM,new student,Wheeler Mining Limited,"5219-J Gladiola Street, Basista, 1954 La Union",enrolled,33:40.8,33:40.8,
,6727,C00-1929,SHS,2019-2020,2nd,Main,grade 11,ABM,old student,,,approved,33:40.8,33:40.8,
,6728,C00-1929,SHS,2020-2021,1st,Main,grade 12,ABM,old student,,,enrolled,33:40.8,33:40.8,
,6729,C00-1930,College,2022-2023,1st,Main,1st year,BSCRIM,new student,Flowers World Banking Corporation,"Block 14 Lot 07 Craig Drive Extension, Nguyen Homes Phase 1, Pasay, 0415 Metro Manila",enrolled,33:40.8,33:40.8,
,6730,C00-1930,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:40.8,33:40.8,
,6731,C00-1930,College,2023-2024,1st,Main,2nd year,BSCRIM,old student,,,transferred,33:40.8,33:40.8,
,6732,C00-1930,College,2023-2024,2nd,Main,2nd year,BSCRIM,old student,,,enrolled,33:40.8,33:40.8,
,6733,C00-1930,College,2024-2025,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:40.8,33:40.8,
,6734,C00-1930,College,2024-2025,2nd,Main,3rd year,BSCRIM,old student,,,failed,33:40.8,33:40.8,
,6735,C00-1931,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Northern King Resources Corporation,"B16 L79 Talisay Homes, Makiling Road, Paombong, 6204 Iloilo",completed,33:40.8,33:40.8,
,6736,C00-1931,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6737,C00-1931,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6738,C00-1931,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,cancelled,33:40.8,33:40.8,
,6739,C00-1932,College,2019-2020,1st,Main,1st year,BSENTREP,new student,HJOM Holdings Inc.,"4557 Unit B Malinao Avenue, Sultan Sumagka, 9112 Sarangani",onhold,33:40.8,33:40.8,
,6740,C00-1932,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,completed,33:40.8,33:40.8,
,6741,C00-1932,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,approved,33:40.8,33:40.8,
,6742,C00-1932,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,LOA,33:40.8,33:40.8,
,6743,C00-1932,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6744,C00-1932,College,2021-2022,2nd,Main,3rd year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6745,C00-1932,College,2022-2023,1st,Main,4th year,BSENTREP,old student,,,onhold,33:40.8,33:40.8,
,6746,C00-1933,College,2020-2021,1st,Main,1st year,BSENTREP,new student,Jordan Summit Gold Technologies Inc.,"Room 227 Vincent Suites, 7409 Stewart Avenue, Calape, 9496 Compostela Valley",enrolled,33:40.8,33:40.8,
,6747,C00-1933,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6748,C00-1933,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,onhold,33:40.8,33:40.8,
,6749,C00-1933,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,completed,33:40.8,33:40.8,
,6750,C00-1933,College,2022-2023,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6751,C00-1933,College,2022-2023,2nd,Main,3rd year,BSENTREP,old student,,,completed,33:40.8,33:40.8,
,6752,C00-1933,College,2023-2024,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6753,C00-1934,College,2020-2021,1st,Main,1st year,BSENTREP,new student,First Mining Inc.,"B19 L66 Uranus Street, Carter Village Phase 2, Parañaque, 0623 Metro Manila",dismissed,33:40.8,33:40.8,
,6754,C00-1934,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6755,C00-1934,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,completed,33:40.8,33:40.8,
,6756,C00-1934,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:40.8,33:40.8,
,6757,C00-1934,College,2022-2023,1st,Main,3rd year,BSENTREP,old student,,,failed,33:40.8,33:40.8,
,6758,C00-1935,College,2022-2023,1st,Main,1st year,BSCS,new student,MYL Company Inc.,"278-C Kamagong Street, Boljoon, 1907 Romblon",onhold,33:40.8,33:40.8,
,6759,C00-1935,College,2022-2023,2nd,Main,1st year,BSCS,old student,,,enrolled,33:40.8,33:40.8,
,6760,C00-1935,College,2023-2024,1st,Main,2nd year,BSCS,old student,,,enrolled,33:40.8,33:40.8,
,6761,C00-1935,College,2023-2024,2nd,Main,2nd year,BSCS,old student,,,enrolled,33:40.8,33:40.8,
,6762,C00-1935,College,2024-2025,1st,Main,3rd year,BSCS,old student,,,onhold,33:40.8,33:40.8,
,6763,C00-1935,College,2024-2025,2nd,Main,3rd year,BSCS,old student,,,onhold,33:40.8,33:40.8,
,6764,C00-1935,College,2025-2026,1st,Main,4th year,BSCS,old student,,,onhold,33:40.8,33:40.8,
,6765,C00-1936,College,2020-2021,1st,Main,1st year,BTVTED,new student,Alvarez Hotel Inc.,"B14 L10 Lawaan Road Extension, Mustard Subdivision, San Juan, 0905 Metro Manila",deferred,33:40.8,33:40.8,
,6766,C00-1936,College,2020-2021,2nd,Main,1st year,BTVTED,old student,,,enrolled,33:40.8,33:40.8,
,6767,C00-1936,College,2021-2022,1st,Main,2nd year,BTVTED,old student,,,enrolled,33:40.8,33:40.8,
